std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
34.84,300,Flat,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,2,350,2010-09-01,22,332,327,range
259.17,575,House,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,5+,800,2010-09-01,8,755,710,range
60.73,470,House,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,4,535,2010-09-01,50,496,492,range
49.4,400,House,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,3,450,2010-09-01,106,425,425,range
55.97,340,House,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,2,365,2010-09-01,26,358,350,range
80.31,170,Room,Manukau,2011-02-28,Manukau Heights and Manurewa Heights,Auckland,1,185,2010-09-01,8,202,175,range
27.92,260,Flat,Manukau,2011-02-28,Mangere East,Auckland,2,290,2010-09-01,38,275,280,range
23.7,202,Flat,Manukau,2011-02-28,Mangere East,Auckland,1,245,2010-09-01,7,225,230,range
39.44,377,House,Manukau,2011-02-28,Mangere East,Auckland,4,420,2010-09-01,21,398,395,range
32.51,340,House,Manukau,2011-02-28,Mangere East,Auckland,3,380,2010-09-01,58,357,360,range
26.55,278,House,Manukau,2011-02-28,Mangere East,Auckland,2,320,2010-09-01,15,303,300,range
49.61,345,Apartment,Manukau,2011-02-28,Manukau Central,Auckland,2,400,2010-09-01,17,373,380,range
28.69,286,Apartment,Manukau,2011-02-28,Manukau Central,Auckland,1,320,2010-09-01,43,307,300,range
26.93,280,Flat,Manukau,2011-02-28,Manukau Central,Auckland,2,300,2010-09-01,22,287,292,range
112.05,457,House,Manukau,2011-02-28,Manukau Central,Auckland,5+,543,2010-09-01,5,489,510,range
90.54,415,House,Manukau,2011-02-28,Manukau Central,Auckland,4,565,2010-09-01,8,483,480,range
98.4,340,House,Manukau,2011-02-28,Manukau Central,Auckland,3,390,2010-09-01,75,373,360,range
42.44,280,House,Manukau,2011-02-28,Manukau Central,Auckland,2,330,2010-09-01,18,319,310,range
29.56,230,Room,Manukau,2011-02-28,Manukau Central,Auckland,1,280,2010-09-01,24,249,245,range
133.59,290,Flat,Manukau,2011-02-28,Mangere Bridge/Airport,Auckland,2,360,2010-09-01,14,352,320,range
65.58,480,House,Manukau,2011-02-28,Mangere Bridge/Airport,Auckland,5+,530,2010-09-01,11,516,510,range
55.26,430,House,Manukau,2011-02-28,Mangere Bridge/Airport,Auckland,4,490,2010-09-01,22,452,450,range
55.57,350,House,Manukau,2011-02-28,Mangere Bridge/Airport,Auckland,3,412,2010-09-01,49,382,375,range
44.16,307,House,Manukau,2011-02-28,Mangere Bridge/Airport,Auckland,2,380,2010-09-01,21,345,340,range
47.67,320,Flat,North Shore,2011-02-28,Browns Bay,Auckland,2,375,2010-09-01,22,349,350,range
33.71,260,Flat,North Shore,2011-02-28,Browns Bay,Auckland,1,275,2010-09-01,6,263,272,range
198.99,600,House,North Shore,2011-02-28,Browns Bay,Auckland,5+,750,2010-09-01,6,732,707,range
87.25,520,House,North Shore,2011-02-28,Browns Bay,Auckland,4,600,2010-09-01,18,570,565,range
55.23,420,House,North Shore,2011-02-28,Browns Bay,Auckland,3,467,2010-09-01,40,444,432,range
75.55,360,House,North Shore,2011-02-28,Browns Bay,Auckland,2,405,2010-09-01,14,399,382,range
87.95,298,Flat,Manukau,2011-02-28,Howick,Auckland,2,360,2010-09-01,53,335,330,range
35.33,240,Flat,Manukau,2011-02-28,Howick,Auckland,1,300,2010-09-01,14,276,287,range
161.18,437,House,Manukau,2011-02-28,Howick,Auckland,5+,605,2010-09-01,5,514,560,range
94.09,485,House,Manukau,2011-02-28,Howick,Auckland,4,625,2010-09-01,40,554,545,range
55.75,420,House,Manukau,2011-02-28,Howick,Auckland,3,480,2010-09-01,77,444,440,range
40.56,330,House,Manukau,2011-02-28,Howick,Auckland,2,390,2010-09-01,33,358,360,range
31,260,Flat,Manukau,2011-02-28,Mangere,Auckland,2,300,2010-09-01,13,272,275,range
78.63,410,House,Manukau,2011-02-28,Mangere,Auckland,4,455,2010-09-01,22,423,440,range
39.02,320,House,Manukau,2011-02-28,Mangere,Auckland,3,370,2010-09-01,64,347,350,range
39.85,282,House,Manukau,2011-02-28,Mangere,Auckland,2,315,2010-09-01,19,300,300,range
38.68,360,Apartment,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,3,420,2010-09-01,10,377,380,range
36.17,350,Apartment,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,2,400,2010-09-01,30,367,372,range
38.81,325,Flat,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,3,371,2010-09-01,9,341,340,range
45.48,283,Flat,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,2,322,2010-09-01,41,307,300,range
57.64,200,Flat,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,1,265,2010-09-01,22,245,247,range
89.04,440,House,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,5+,582,2010-09-01,8,531,550,range
99.06,410,House,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,4,500,2010-09-01,32,474,457,range
57.61,370,House,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,3,420,2010-09-01,171,397,395,range
48.14,320,House,North Shore,2011-02-28,Beachhaven/Birkdale,Auckland,2,350,2010-09-01,46,335,340,range
39.51,385,Flat,Manukau,2011-02-28,Highland Park,Auckland,3,420,2010-09-01,12,405,410,range
42.96,307,Flat,Manukau,2011-02-28,Highland Park,Auckland,2,360,2010-09-01,37,335,340,range
17.68,260,Flat,Manukau,2011-02-28,Highland Park,Auckland,1,285,2010-09-01,8,273,275,range
85.15,575,House,Manukau,2011-02-28,Highland Park,Auckland,5+,727,2010-09-01,5,660,690,range
101.97,470,House,Manukau,2011-02-28,Highland Park,Auckland,4,550,2010-09-01,34,514,515,range
62.06,400,House,Manukau,2011-02-28,Highland Park,Auckland,3,440,2010-09-01,108,416,420,range
21.79,331,House,Manukau,2011-02-28,Highland Park,Auckland,2,360,2010-09-01,9,348,350,range
43.44,390,Flat,Manukau,2011-02-28,Botony Downs,Auckland,3,450,2010-09-01,6,411,410,range
40.21,320,Flat,Manukau,2011-02-28,Botony Downs,Auckland,2,380,2010-09-01,6,341,340,range
34.73,230,Flat,Manukau,2011-02-28,Botony Downs,Auckland,1,283,2010-09-01,7,258,280,range
124.1,600,House,Manukau,2011-02-28,Botony Downs,Auckland,5+,750,2010-09-01,6,660,630,range
73.25,500,House,Manukau,2011-02-28,Botony Downs,Auckland,4,580,2010-09-01,50,532,540,range
73.9,435,House,Manukau,2011-02-28,Botony Downs,Auckland,3,480,2010-09-01,74,472,460,range
20.1,340,House,Manukau,2011-02-28,Botony Downs,Auckland,2,375,2010-09-01,6,359,365,range
39.2,200,Flat,Franklin,2011-02-28,Waiuku,Auckland,2,257,2010-09-01,15,229,240,range
51.82,340,House,Franklin,2011-02-28,Waiuku,Auckland,4,400,2010-09-01,41,375,360,range
36.14,280,House,Franklin,2011-02-28,Waiuku,Auckland,3,322,2010-09-01,61,305,300,range
20.94,240,House,Franklin,2011-02-28,Waiuku,Auckland,2,260,2010-09-01,19,244,250,range
89.32,183,Flat,Franklin,2011-02-28,Rural Franklin,Auckland,1,235,2010-09-01,9,230,220,range
120.49,418,House,Franklin,2011-02-28,Rural Franklin,Auckland,5+,612,2010-09-01,13,498,450,range
112.69,346,House,Franklin,2011-02-28,Rural Franklin,Auckland,4,492,2010-09-01,33,410,400,range
136.73,290,House,Franklin,2011-02-28,Rural Franklin,Auckland,3,360,2010-09-01,98,348,320,range
47.21,227,House,Franklin,2011-02-28,Rural Franklin,Auckland,2,280,2010-09-01,25,250,260,range
75.7,192,House,Franklin,2011-02-28,Rural Franklin,Auckland,1,330,2010-09-01,5,266,300,range
25.85,390,Apartment,North Shore,2011-02-28,Albany,Auckland,3,440,2010-09-01,14,412,415,range
44.39,350,Apartment,North Shore,2011-02-28,Albany,Auckland,2,375,2010-09-01,67,373,360,range
33.19,250,Apartment,North Shore,2011-02-28,Albany,Auckland,1,300,2010-09-01,29,275,270,range
51.77,322,Flat,North Shore,2011-02-28,Albany,Auckland,3,385,2010-09-01,5,354,380,range
36.69,340,Flat,North Shore,2011-02-28,Albany,Auckland,2,380,2010-09-01,8,350,350,range
39.58,235,Flat,North Shore,2011-02-28,Albany,Auckland,1,267,2010-09-01,7,250,250,range
77.15,692,House,North Shore,2011-02-28,Albany,Auckland,5+,815,2010-09-01,15,743,750,range
64.24,550,House,North Shore,2011-02-28,Albany,Auckland,4,632,2010-09-01,33,579,570,range
64.78,400,House,North Shore,2011-02-28,Albany,Auckland,3,495,2010-09-01,54,453,440,range
40.65,332,House,North Shore,2011-02-28,Albany,Auckland,2,400,2010-09-01,12,364,365,range
37.89,148,Room,North Shore,2011-02-28,Albany,Auckland,1,154,2010-09-01,49,163,148,range
40.18,335,Flat,Manukau,2011-02-28,Bucklands Beach,Auckland,2,380,2010-09-01,19,358,360,range
109.99,241,Flat,Manukau,2011-02-28,Bucklands Beach,Auckland,1,313,2010-09-01,11,305,285,range
81.58,590,House,Manukau,2011-02-28,Bucklands Beach,Auckland,5+,700,2010-09-01,10,635,610,range
136.25,570,House,Manukau,2011-02-28,Bucklands Beach,Auckland,4,660,2010-09-01,20,619,625,range
76.59,440,House,Manukau,2011-02-28,Bucklands Beach,Auckland,3,518,2010-09-01,31,485,480,range
48.99,322,House,Manukau,2011-02-28,Bucklands Beach,Auckland,2,397,2010-09-01,7,370,380,range
32.02,380,Flat,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,3,400,2010-09-01,9,396,400,range
36.16,313,Flat,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,2,360,2010-09-01,13,334,350,range
49.8,180,Flat,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,1,252,2010-09-01,5,214,180,range
244.02,532,House,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,5+,680,2010-09-01,7,668,580,range
38.36,522,House,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,4,575,2010-09-01,11,546,550,range
50.12,410,House,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,3,460,2010-09-01,62,438,430,range
29.64,325,House,Manukau,2011-02-28,Half Moon Bay/Farm Cove,Auckland,2,367,2010-09-01,12,341,342,range
89.41,495,Apartment,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,3,595,2010-09-01,6,545,545,range
129.85,311,Flat,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,2,427,2010-09-01,13,389,350,range
52.68,220,Flat,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,1,276,2010-09-01,7,255,240,range
163.92,580,House,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,4,750,2010-09-01,14,653,675,range
127.55,507,House,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,3,675,2010-09-01,53,578,580,range
80.19,440,House,Auckland,2011-02-28,Westmere/Surrey Crescent,Auckland,2,495,2010-09-01,10,484,450,range
28.23,285,Flat,Manukau,2011-02-28,Papatoetoe South,Auckland,2,310,2010-09-01,79,299,295,range
33.4,200,Flat,Manukau,2011-02-28,Papatoetoe South,Auckland,1,240,2010-09-01,22,217,217,range
98.31,400,House,Manukau,2011-02-28,Papatoetoe South,Auckland,4,462,2010-09-01,12,442,435,range
37.25,350,House,Manukau,2011-02-28,Papatoetoe South,Auckland,3,393,2010-09-01,43,367,370,range
44.11,300,House,Manukau,2011-02-28,Papatoetoe South,Auckland,2,340,2010-09-01,28,313,320,range
33.22,300,Flat,Manukau,2011-02-28,Pakuranga,Auckland,2,337,2010-09-01,44,309,310,range
30.16,223,Flat,Manukau,2011-02-28,Pakuranga,Auckland,1,271,2010-09-01,17,247,250,range
72.04,530,House,Manukau,2011-02-28,Pakuranga,Auckland,5+,635,2010-09-01,10,586,565,range
206.58,470,House,Manukau,2011-02-28,Pakuranga,Auckland,4,540,2010-09-01,34,540,497,range
48.74,370,House,Manukau,2011-02-28,Pakuranga,Auckland,3,420,2010-09-01,82,400,397,range
43.95,320,House,Manukau,2011-02-28,Pakuranga,Auckland,2,360,2010-09-01,26,340,332,range
28.55,432,Apartment,Manukau,2011-02-28,Dannemora,Auckland,3,450,2010-09-01,15,451,450,range
23.16,370,Apartment,Manukau,2011-02-28,Dannemora,Auckland,2,390,2010-09-01,78,378,380,range
25.85,310,Apartment,Manukau,2011-02-28,Dannemora,Auckland,1,330,2010-09-01,29,323,320,range
16.33,352,Flat,Manukau,2011-02-28,Dannemora,Auckland,2,380,2010-09-01,11,367,375,range
28,250,Flat,Manukau,2011-02-28,Dannemora,Auckland,1,300,2010-09-01,6,279,287,range
73.12,600,House,Manukau,2011-02-28,Dannemora,Auckland,5+,680,2010-09-01,44,643,635,range
67.29,521,House,Manukau,2011-02-28,Dannemora,Auckland,4,570,2010-09-01,111,542,550,range
40.29,470,House,Manukau,2011-02-28,Dannemora,Auckland,3,500,2010-09-01,46,491,482,range
842.78,360,House,Manukau,2011-02-28,Dannemora,Auckland,2,410,2010-09-01,18,579,395,range
51.27,262,Apartment,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,2,277,2010-09-01,7,285,270,range
27.17,250,Apartment,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,1,277,2010-09-01,12,265,262,range
46.58,247,Flat,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,3,290,2010-09-01,5,262,280,range
31.34,230,Flat,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,2,275,2010-09-01,32,252,265,range
58.18,200,Flat,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,1,250,2010-09-01,10,223,212,range
97.64,390,House,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,5+,525,2010-09-01,12,453,450,range
105.51,350,House,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,4,450,2010-09-01,90,412,400,range
50.06,300,House,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,3,350,2010-09-01,194,326,330,range
56.13,242,House,Franklin,2011-02-28,Pukekohe/Tuakau,Auckland,2,282,2010-09-01,48,269,265,range
58.32,401,Apartment,Auckland,2011-02-28,Western Springs/Morningside,Auckland,3,433,2010-09-01,23,411,420,range
52.92,317,Apartment,Auckland,2011-02-28,Western Springs/Morningside,Auckland,2,396,2010-09-01,21,360,385,range
48.72,225,Apartment,Auckland,2011-02-28,Western Springs/Morningside,Auckland,1,275,2010-09-01,12,243,265,range
76.76,426,Flat,Auckland,2011-02-28,Western Springs/Morningside,Auckland,3,555,2010-09-01,5,484,475,range
40.91,280,Flat,Auckland,2011-02-28,Western Springs/Morningside,Auckland,2,340,2010-09-01,36,311,300,range
20.77,250,Flat,Auckland,2011-02-28,Western Springs/Morningside,Auckland,1,265,2010-09-01,26,256,250,range
66.62,575,House,Auckland,2011-02-28,Western Springs/Morningside,Auckland,4,650,2010-09-01,8,605,610,range
82.99,482,House,Auckland,2011-02-28,Western Springs/Morningside,Auckland,3,600,2010-09-01,20,536,525,range
62.29,340,House,Auckland,2011-02-28,Western Springs/Morningside,Auckland,2,450,2010-09-01,10,379,355,range
115.17,260,Flat,Auckland,2011-02-28,Waiheke Island,Auckland,2,421,2010-09-01,9,350,350,range
61.29,196,Flat,Auckland,2011-02-28,Waiheke Island,Auckland,1,273,2010-09-01,19,233,230,range
117.01,420,House,Auckland,2011-02-28,Waiheke Island,Auckland,4,570,2010-09-01,13,506,450,range
124.42,362,House,Auckland,2011-02-28,Waiheke Island,Auckland,3,450,2010-09-01,59,426,390,range
81.1,280,House,Auckland,2011-02-28,Waiheke Island,Auckland,2,350,2010-09-01,61,326,320,range
54.13,200,House,Auckland,2011-02-28,Waiheke Island,Auckland,1,263,2010-09-01,15,230,220,range
39.47,335,Apartment,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,2,380,2010-09-01,5,352,350,range
47.02,323,Flat,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,2,396,2010-09-01,21,363,375,range
37.62,230,Flat,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,1,272,2010-09-01,12,253,250,range
127.5,680,House,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,5+,800,2010-09-01,6,768,740,range
138.74,560,House,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,4,755,2010-09-01,33,670,640,range
78.56,485,House,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,3,580,2010-09-01,59,540,550,range
126.97,430,House,Auckland,2011-02-28,Remuera South/Meadowbank South,Auckland,2,550,2010-09-01,10,488,445,range
336.14,517,Apartment,Auckland,2011-02-28,Remuera,Auckland,3,1175,2010-09-01,7,872,990,range
129.83,421,Apartment,Auckland,2011-02-28,Remuera,Auckland,2,587,2010-09-01,15,497,450,range
124.28,288,Apartment,Auckland,2011-02-28,Remuera,Auckland,1,461,2010-09-01,7,385,375,range
117.87,378,Flat,Auckland,2011-02-28,Remuera,Auckland,3,562,2010-09-01,9,470,470,range
109.89,335,Flat,Auckland,2011-02-28,Remuera,Auckland,2,447,2010-09-01,56,409,377,range
103.39,245,Flat,Auckland,2011-02-28,Remuera,Auckland,1,300,2010-09-01,34,292,267,range
560.41,1000,House,Auckland,2011-02-28,Remuera,Auckland,5+,1800,2010-09-01,10,1449,1352,range
362.36,690,House,Auckland,2011-02-28,Remuera,Auckland,4,1000,2010-09-01,50,900,810,range
170.07,530,House,Auckland,2011-02-28,Remuera,Auckland,3,750,2010-09-01,74,649,605,range
76.41,400,House,Auckland,2011-02-28,Remuera,Auckland,2,522,2010-09-01,20,470,485,range
43.73,280,House,Auckland,2011-02-28,Remuera,Auckland,1,347,2010-09-01,5,320,320,range
15.74,315,Apartment,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,2,336,2010-09-01,7,321,320,range
11.4,333,Flat,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,3,345,2010-09-01,5,341,340,range
32.86,268,Flat,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,2,297,2010-09-01,21,285,285,range
49.23,190,Flat,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,1,250,2010-09-01,10,223,207,range
36.3,575,House,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,5+,620,2010-09-01,6,607,605,range
114.53,420,House,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,4,550,2010-09-01,26,497,520,range
58.95,347,House,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,3,430,2010-09-01,49,395,380,range
52.46,297,House,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,2,370,2010-09-01,45,333,320,range
57.13,250,House,Auckland,2011-02-28,Waterview/Avondale Heights,Auckland,1,300,2010-09-01,6,294,295,range
37.85,295,Apartment,Auckland,2011-02-28,Three Kings,Auckland,1,335,2010-09-01,20,308,302,range
38.49,288,Flat,Auckland,2011-02-28,Three Kings,Auckland,2,353,2010-09-01,9,318,320,range
65.04,497,House,Auckland,2011-02-28,Three Kings,Auckland,4,597,2010-09-01,5,554,550,range
80.26,400,House,Auckland,2011-02-28,Three Kings,Auckland,3,507,2010-09-01,21,465,450,range
35.69,390,House,Auckland,2011-02-28,Three Kings,Auckland,2,430,2010-09-01,11,409,400,range
48.96,305,Flat,Auckland,2011-02-28,Pt Chevalier,Auckland,2,378,2010-09-01,15,341,320,range
53.65,220,Flat,Auckland,2011-02-28,Pt Chevalier,Auckland,1,290,2010-09-01,21,251,250,range
186.95,665,House,Auckland,2011-02-28,Pt Chevalier,Auckland,5+,950,2010-09-01,5,780,780,range
125.2,526,House,Auckland,2011-02-28,Pt Chevalier,Auckland,4,690,2010-09-01,19,606,580,range
104.5,480,House,Auckland,2011-02-28,Pt Chevalier,Auckland,3,591,2010-09-01,45,546,540,range
158.88,345,House,Auckland,2011-02-28,Pt Chevalier,Auckland,2,585,2010-09-01,17,462,425,range
126.4,550,Apartment,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,3,730,2010-09-01,6,647,595,range
119.12,417,Apartment,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,2,550,2010-09-01,27,483,475,range
54.23,320,Apartment,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,1,376,2010-09-01,37,346,350,range
236.61,233,Flat,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,3,678,2010-09-01,7,465,480,range
86.49,372,Flat,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,2,467,2010-09-01,23,431,440,range
81.64,282,Flat,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,1,365,2010-09-01,24,330,310,range
94.6,850,House,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,5+,900,2010-09-01,6,835,850,range
191.31,742,House,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,4,957,2010-09-01,19,856,850,range
202.9,620,House,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,3,800,2010-09-01,87,717,695,range
111.33,445,House,Auckland,2011-02-28,Ponsonby/Freemans Bay,Auckland,2,635,2010-09-01,20,550,550,range
144.02,520,Apartment,Auckland,2011-02-28,Parnell,Auckland,3,691,2010-09-01,15,639,615,range
117.35,400,Apartment,Auckland,2011-02-28,Parnell,Auckland,2,530,2010-09-01,69,481,470,range
81.49,331,Apartment,Auckland,2011-02-28,Parnell,Auckland,1,417,2010-09-01,55,384,370,range
99.77,427,Flat,Auckland,2011-02-28,Parnell,Auckland,3,593,2010-09-01,7,509,540,range
79.3,390,Flat,Auckland,2011-02-28,Parnell,Auckland,2,465,2010-09-01,30,434,410,range
42.38,272,Flat,Auckland,2011-02-28,Parnell,Auckland,1,330,2010-09-01,24,301,297,range
253.18,787,House,Auckland,2011-02-28,Parnell,Auckland,4,1200,2010-09-01,13,1005,1050,range
191.35,595,House,Auckland,2011-02-28,Parnell,Auckland,3,837,2010-09-01,35,722,650,range
68.27,455,House,Auckland,2011-02-28,Parnell,Auckland,2,495,2010-09-01,12,472,482,range
32.03,270,Flat,Auckland,2011-02-28,Penrose/Mt Wellington South,Auckland,2,320,2010-09-01,46,292,290,range
115.97,180,Flat,Auckland,2011-02-28,Penrose/Mt Wellington South,Auckland,1,280,2010-09-01,10,266,225,range
74.19,365,House,Auckland,2011-02-28,Penrose/Mt Wellington South,Auckland,4,480,2010-09-01,12,420,412,range
43.97,362,House,Auckland,2011-02-28,Penrose/Mt Wellington South,Auckland,3,420,2010-09-01,76,394,395,range
39.51,300,House,Auckland,2011-02-28,Penrose/Mt Wellington South,Auckland,2,340,2010-09-01,19,323,320,range
27.05,380,Apartment,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,2,400,2010-09-01,25,394,395,range
67.14,348,Flat,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,3,438,2010-09-01,5,393,395,range
42.01,300,Flat,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,2,350,2010-09-01,90,324,320,range
31.24,240,Flat,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,1,285,2010-09-01,38,263,260,range
48.35,630,House,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,5+,670,2010-09-01,6,647,640,range
107.09,480,House,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,4,670,2010-09-01,26,578,580,range
105.77,420,House,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,3,550,2010-09-01,58,485,492,range
54.8,345,House,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,2,421,2010-09-01,29,378,380,range
28.61,112,Room,Auckland,2011-02-28,St Lukes/Sandringham,Auckland,1,130,2010-09-01,6,129,118,range
97.58,443,Apartment,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,2,581,2010-09-01,13,506,500,range
84.49,327,Flat,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,2,450,2010-09-01,29,391,375,range
72.91,275,Flat,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,1,372,2010-09-01,12,311,290,range
561.93,761,House,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,5+,1243,2010-09-01,7,1116,925,range
208.45,650,House,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,4,875,2010-09-01,32,783,750,range
135.01,500,House,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,3,665,2010-09-01,60,598,575,range
114.83,450,House,Auckland,2011-02-28,St Helliers/Glendowie,Auckland,2,612,2010-09-01,13,533,520,range
58.16,262,Apartment,Auckland,2011-02-28,Otahuhu,Auckland,2,337,2010-09-01,16,311,305,range
52.78,300,Apartment,Auckland,2011-02-28,Otahuhu,Auckland,1,325,2010-09-01,10,299,320,range
27.54,242,Flat,Auckland,2011-02-28,Otahuhu,Auckland,2,270,2010-09-01,71,256,260,range
18.88,200,Flat,Auckland,2011-02-28,Otahuhu,Auckland,1,215,2010-09-01,74,211,210,range
55.17,378,House,Auckland,2011-02-28,Otahuhu,Auckland,4,450,2010-09-01,25,416,420,range
62.73,330,House,Auckland,2011-02-28,Otahuhu,Auckland,3,380,2010-09-01,56,360,360,range
92.21,250,House,Auckland,2011-02-28,Otahuhu,Auckland,2,330,2010-09-01,18,295,282,range
27.39,195,House,Auckland,2011-02-28,Otahuhu,Auckland,1,226,2010-09-01,7,210,210,range
76.07,170,Room,Auckland,2011-02-28,Otahuhu,Auckland,1,220,2010-09-01,9,203,170,range
21.62,340,Apartment,Auckland,2011-02-28,Mt Wellington North,Auckland,2,360,2010-09-01,13,348,350,range
34.83,283,Flat,Auckland,2011-02-28,Mt Wellington North,Auckland,2,320,2010-09-01,65,304,300,range
18.47,210,Flat,Auckland,2011-02-28,Mt Wellington North,Auckland,1,230,2010-09-01,22,220,220,range
114.59,450,House,Auckland,2011-02-28,Mt Wellington North,Auckland,4,620,2010-09-01,9,536,490,range
57.85,390,House,Auckland,2011-02-28,Mt Wellington North,Auckland,3,465,2010-09-01,36,420,400,range
48.09,320,House,Auckland,2011-02-28,Mt Wellington North,Auckland,2,390,2010-09-01,14,348,355,range
187.91,550,Apartment,Auckland,2011-02-28,Newmarket,Auckland,3,650,2010-09-01,30,634,560,range
75.49,400,Apartment,Auckland,2011-02-28,Newmarket,Auckland,2,457,2010-09-01,47,451,420,range
45.02,320,Apartment,Auckland,2011-02-28,Newmarket,Auckland,1,352,2010-09-01,28,333,337,range
78.7,365,Flat,Auckland,2011-02-28,Newmarket,Auckland,2,520,2010-09-01,10,420,382,range
60.54,250,Flat,Auckland,2011-02-28,Newmarket,Auckland,1,300,2010-09-01,18,287,272,range
51.89,761,House,Auckland,2011-02-28,Newmarket,Auckland,4,831,2010-09-01,5,799,825,range
106.47,467,House,Auckland,2011-02-28,Newmarket,Auckland,3,620,2010-09-01,16,542,575,range
165.04,147,Room,Auckland,2011-02-28,Newmarket,Auckland,1,206,2010-09-01,9,217,150,range
69.5,287,Apartment,Auckland,2011-02-28,Mt Wellington,Auckland,2,397,2010-09-01,5,346,370,range
53.05,195,Apartment,Auckland,2011-02-28,Mt Wellington,Auckland,1,295,2010-09-01,6,260,292,range
31.01,270,Flat,Auckland,2011-02-28,Mt Wellington,Auckland,2,299,2010-09-01,32,286,285,range
77.54,400,House,Auckland,2011-02-28,Mt Wellington,Auckland,4,535,2010-09-01,10,462,447,range
44.65,380,House,Auckland,2011-02-28,Mt Wellington,Auckland,3,433,2010-09-01,19,408,395,range
39.2,342,House,Auckland,2011-02-28,Mt Wellington,Auckland,2,380,2010-09-01,11,352,355,range
36.04,382,Flat,Auckland,2011-02-28,St Johns,Auckland,3,427,2010-09-01,8,400,400,range
40.47,265,Flat,Auckland,2011-02-28,St Johns,Auckland,2,316,2010-09-01,45,296,290,range
